File Name,down,right,up,left,t,l,L,E,Young's Modulus (MPa),Volume Fraction,Dense strain,SEA,Mass,EYM,Critical Strain,PS
60mm_2_023,180,150,120,150,1,15,25,427.384,6.976335625,0.281683549,0.605643031,416.7236618,0.025605035,0.016323343,0.022916365,0.200519383
60mm_2_024,180,150,120,120,1,15,25,427.384,4.400867072,0.289645186,0.59449674,481.133257,0.026328747,0.01029722,0.022914835,0.244493968
60mm_2_025,180,150,120,90,1,15,25,427.384,3.043054001,0.306946038,0.570275547,586.1977213,0.027901395,0.007120187,0.15,0.380281523
60mm_2_026,180,150,90,150,1,15,25,427.384,6.492136478,0.298984402,0.581421837,573.5261932,0.027177682,0.015190406,0.022917428,0.307676075
60mm_2_027,180,150,90,120,1,15,25,427.384,3.629497077,0.306946038,0.570275546,738.9114951,0.027901395,0.008492356,0.15,0.471600059
60mm_2_028,180,150,90,90,1,15,25,427.384,4.639640103,0.32424689,0.546054353,839.3940577,0.029474042,0.010855905,0.15,0.594163772
60mm_2_029,180,120,180,120,1,15,25,427.384,1.93050293,0.287293437,0.597789188,384.8352135,0.026114973,0.004517022,0.082595523,0.201212849
60mm_2_030,180,120,180,90,1,15,25,427.384,1.360744926,0.304594289,0.573567995,388.0412183,0.027687621,0.003183893,0.091801174,0.236336066
60mm_2_031,180,120,150,120,1,15,25,427.384,2.135383127,0.289645186,0.59449674,399.7796743,0.026328747,0.004996404,0.114508963,0.218488493
60mm_2_032,180,120,150,90,1,15,25,427.384,1.421111206,0.306946038,0.570275547,428.1835118,0.027901395,0.003325139,0.073337356,0.256050318
60mm_2_033,180,120,120,120,1,15,25,427.384,2.071803346,0.297606822,0.583350449,652.9134759,0.02705246,0.004847639,0.15,0.407872608
60mm_2_034,180,120,120,90,1,15,25,427.384,1.371978287,0.314907674,0.559129256,615.4342025,0.028625108,0.003210177,0.15,0.439802781
60mm_2_035,180,120,90,120,1,15,25,427.384,2.055033226,0.314907675,0.559129256,926.3421098,0.028625108,0.0048084,0.15,0.661670849
60mm_2_036,180,120,90,90,1,15,25,427.384,2.064961783,0.332208527,0.534908063,817.8401142,0.030197755,0.004831631,0.15,0.642244328
60mm_2_037,180,90,180,90,1,15,25,427.384,12.54092317,0.321895142,0.549346802,732.7477094,0.029260268,0.029343455,0.123636826,0.429283131
60mm_2_038,180,90,150,90,1,15,25,427.384,12.84765325,0.32424689,0.546054353,722.4527098,0.029474042,0.030061147,0.100761509,0.43378252
60mm_2_039,180,90,120,90,1,15,25,427.384,10.44943153,0.332208527,0.534908063,800.4489238,0.030197755,0.024449749,0.091685279,0.523613899
60mm_2_040,180,90,90,90,1,15,25,427.384,12.27473004,0.349509379,0.510686869,923.4098925,0.031770403,0.028720612,0.15,0.67272266
60mm_2_041,150,180,180,180,1,15,25,427.384,28.512097,0.269018416,0.623374218,651.6279922,0.024453774,0.066713066,0.04124616,0.282205124
60mm_2_042,150,180,180,150,1,15,25,427.384,3.130907911,0.271370165,0.62008177,366.8298139,0.024667548,0.007325749,0.032084227,0.164659365
60mm_2_043,150,180,180,120,1,15,25,427.384,11.62428749,0.279331801,0.608935478,403.841164,0.025391261,0.027198696,0.013751031,0.187021206
60mm_2_044,150,180,180,90,1,15,25,427.384,11.17961324,0.296632653,0.584714286,482.6844921,0.026963908,0.02615824,0.01375047,0.248026988
60mm_2_045,150,180,150,180,1,15,25,427.384,44.7091672,0.271370164,0.62008177,634.5091653,0.024667548,0.104611233,0.064150111,0.278712675
60mm_2_046,150,180,150,150,1,15,25,427.384,11.57650511,0.273721913,0.616789321,366.7220062,0.024881322,0.027086894,0.013749284,0.165729694
60mm_2_047,150,180,150,120,1,15,25,427.384,3.227534732,0.28168355,0.60564303,414.3529733,0.025605035,0.007551838,0.01374994,0.197026434
60mm_2_048,150,180,150,90,1,15,25,427.384,5.252370713,0.298984402,0.581421837,497.295448,0.027177682,0.012289582,0.022920326,0.261716074
60mm_2_049,150,180,120,180,1,15,25,427.384,34.98304506,0.279331801,0.608935479,583.2403244,0.025391261,0.081853895,0.050413609,0.274385922
60mm_2_050,150,180,120,150,1,15,25,427.384,5.433213552,0.28168355,0.605643031,394.3363589,0.025605035,0.012712721,0.013749961,0.18544575
60mm_2_051,150,180,120,120,1,15,25,427.384,8.937758078,0.289645186,0.59449674,474.2597628,0.026328747,0.020912711,0.022916412,0.239225471
60mm_2_052,150,180,120,90,1,15,25,427.384,8.882418261,0.306946038,0.570275547,633.8408702,0.027901395,0.020783226,0.15,0.384358091
60mm_2_053,150,180,90,180,1,15,25,427.384,28.45757434,0.296632653,0.584714286,662.6150756,0.026963908,0.066585493,0.050410851,0.346534396
60mm_2_054,150,180,90,150,1,15,25,427.384,12.51620243,0.298984402,0.581421837,539.1044761,0.027177682,0.029285613,0.032083172,0.286805886
60mm_2_055,150,180,90,120,1,15,25,427.384,11.78202937,0.306946039,0.570275546,693.6585188,0.027901395,0.027567783,0.123829182,0.427077393
60mm_2_056,150,180,90,90,1,15,25,427.384,12.20915608,0.324246891,0.546054353,855.9596804,0.029474042,0.028567181,0.022917694,0.529434289
60mm_2_057,150,150,180,150,1,15,25,427.384,6.590271965,0.273721913,0.616789321,367.2833995,0.024881322,0.015420025,0.07332619,0.167782352
60mm_2_058,150,150,180,120,1,15,25,427.384,3.122425193,0.28168355,0.60564303,385.1771278,0.025605035,0.007305901,0.022910802,0.185882071
60mm_2_059,150,150,180,90,1,15,25,427.384,2.863056528,0.298984402,0.581421837,479.3204884,0.027177682,0.006699026,0.022912101,0.254306055
60mm_2_060,150,150,150,150,1,15,25,427.384,9.064700958,0.276073662,0.613496873,364.9119808,0.025095096,0.021209734,0.064180032,0.168196704
60mm_2_061,150,150,150,120,1,15,25,427.384,3.110605888,0.284035299,0.602350582,398.6588934,0.025818809,0.007278246,0.022917537,0.192832637
60mm_2_062,150,150,150,90,1,15,25,427.384,2.771798505,0.301336151,0.578129389,493.1823762,0.027391456,0.006485499,0.022921016,0.265254554
60mm_2_063,150,150,120,150,1,15,25,427.384,5.432545123,0.284035298,0.602350582,401.3375285,0.025818809,0.012711157,0.05044179,0.195116127
60mm_2_064,150,150,120,120,1,15,25,427.384,3.787823189,0.291996935,0.591204291,473.5461273,0.026542521,0.00886281,0.022920744,0.241127046
60mm_2_065,150,150,120,90,1,15,25,427.384,2.934073218,0.309297787,0.566983098,572.1519572,0.028115169,0.006865192,0.15,0.367401784
60mm_2_066,150,150,90,150,1,15,25,427.384,6.59916668,0.301336151,0.578129389,547.5087213,0.027391456,0.015440837,0.15,0.341001622
60mm_2_067,150,150,90,120,1,15,25,427.384,3.472962985,0.309297787,0.566983098,726.2188018,0.028115169,0.008126095,0.15,0.464371114
60mm_2_068,150,150,90,90,1,15,25,427.384,4.599393351,0.326598639,0.542761905,817.4698833,0.029687816,0.010761735,0.15,0.59584769
60mm_2_069,150,120,180,120,1,15,25,427.384,1.918774659,0.289645186,0.59449674,388.6123722,0.026328747,0.00448958,0.064133513,0.204197178
60mm_2_070,150,120,180,90,1,15,25,427.384,1.344556475,0.306946038,0.570275547,418.1152795,0.027901395,0.003146015,0.073369495,0.250174621
60mm_2_071,150,120,150,120,1,15,25,427.384,2.120782408,0.291996935,0.591204291,411.1000341,0.026542521,0.004962241,0.15,0.235230607
60mm_2_072,150,120,150,90,1,15,25,427.384,1.391330234,0.309297787,0.566983098,416.3008158,0.028115169,0.003255457,0.064167619,0.252976013
60mm_2_073,150,120,120,120,1,15,25,427.384,2.056142714,0.299958571,0.580058001,622.2342501,0.027266234,0.004810996,0.064128784,0.357827793
60mm_2_074,150,120,120,90,1,15,25,427.384,1.351237769,0.317259423,0.555836808,567.4214222,0.028838882,0.003161648,0.15,0.41595849
60mm_2_075,150,120,90,120,1,15,25,427.384,2.071733683,0.317259424,0.555836807,898.4819795,0.028838882,0.004847476,0.15,0.65963874
60mm_2_076,150,120,90,90,1,15,25,427.384,2.020446748,0.334560276,0.531615614,792.7259274,0.030411529,0.004727474,0.15,0.629707248
60mm_2_077,150,90,180,90,1,15,25,427.384,10.84685121,0.324246891,0.546054353,714.2774035,0.029474042,0.025379638,0.1145775,0.430051344
60mm_2_078,150,90,150,90,1,15,25,427.384,9.586671018,0.326598639,0.542761905,697.645583,0.029687816,0.022431048,0.15,0.434115479
60mm_2_079,150,90,120,90,1,15,25,427.384,6.783193102,0.334560276,0.531615614,734.5662986,0.030411529,0.015871425,0.114566898,0.50710166
60mm_2_080,150,90,90,90,1,15,25,427.384,7.334227841,0.351861128,0.507394421,872.3452551,0.031984177,0.017160745,0.15,0.665526421
60mm_2_081,120,180,180,180,1,15,25,427.384,28.45353599,0.276980052,0.612227927,645.0511867,0.025177487,0.066576044,0.100924222,0.297648394
60mm_2_082,120,180,180,150,1,15,25,427.384,11.25053548,0.279331801,0.608935478,407.1361428,0.025391261,0.026324185,0.013750048,0.190654535
60mm_2_083,120,180,180,120,1,15,25,427.384,5.631754789,0.287293438,0.597789187,488.7328482,0.026114973,0.013177271,0.013750481,0.23657701
60mm_2_084,120,180,180,90,1,15,25,427.384,10.71492717,0.30459429,0.573567995,562.7676815,0.027687621,0.02507096,0.12393411,0.341897752
60mm_2_085,120,180,150,180,1,15,25,427.384,44.57702135,0.279331801,0.608935479,605.4256178,0.025391261,0.104302036,0.064180263,0.283352011
60mm_2_086,120,180,150,150,1,15,25,427.384,10.55056853,0.28168355,0.60564303,401.3094975,0.025605035,0.024686391,0.013750005,0.188240941
60mm_2_087,120,180,150,120,1,15,25,427.384,3.128426092,0.289645186,0.594496739,481.3681985,0.026328747,0.007319942,0.013753066,0.240356092
60mm_2_088,120,180,150,90,1,15,25,427.384,1.919626008,0.306946038,0.570275546,565.1867366,0.027901395,0.004491572,0.082464711,0.330754229
60mm_2_089,120,180,120,180,1,15,25,427.384,34.9638115,0.287293437,0.597789188,550.7664618,0.026114973,0.081808892,0.041250058,0.266819925
60mm_2_090,120,180,120,150,1,15,25,427.384,3.51084844,0.289645186,0.59449674,383.9947819,0.026328747,0.00821474,0.013750299,0.191745382
60mm_2_091,120,180,120,120,1,15,25,427.384,8.494216826,0.297606823,0.583350448,481.2579797,0.02705246,0.019874906,0.022917372,0.25189712
60mm_2_092,120,180,120,90,1,15,25,427.384,3.47941221,0.314907675,0.559129256,602.242498,0.028625108,0.008141185,0.073339462,0.363589435
60mm_2_093,120,180,90,180,1,15,25,427.384,29.47540002,0.30459429,0.573567995,583.0020168,0.027687621,0.068967018,0.050417519,0.32128706
60mm_2_094,120,180,90,150,1,15,25,427.384,12.0804635,0.306946039,0.570275546,484.0416327,0.027901395,0.028266064,0.013751662,0.268435409
60mm_2_095,120,180,90,120,1,15,25,427.384,11.66489795,0.314907675,0.559129255,645.5418353,0.028625108,0.027293717,0.15,0.412685461
60mm_2_096,120,180,90,90,1,15,25,427.384,12.33458859,0.332208527,0.534908062,815.6248959,0.030197755,0.02886067,0.022917881,0.521944411
60mm_2_097,120,150,180,150,1,15,25,427.384,6.632199617,0.28168355,0.60564303,425.290733,0.025605035,0.015518128,0.06412462,0.204688504
60mm_2_098,120,150,180,120,1,15,25,427.384,2.968399418,0.289645186,0.594496739,482.5356524,0.026328747,0.006945509,0.022920612,0.244765087
60mm_2_099,120,150,180,90,1,15,25,427.384,2.690753249,0.306946038,0.570275546,575.0464724,0.027901395,0.006295868,0.15,0.373234467
60mm_2_100,120,150,150,150,1,15,25,427.384,8.046111967,0.284035299,0.602350582,408.3981886,0.025818809,0.018826423,0.050411431,0.1979662
60mm_2_101,120,150,150,120,1,15,25,427.384,3.781229081,0.291996935,0.591204291,478.2682767,0.026542521,0.008847381,0.022923499,0.242996384
60mm_2_102,120,150,150,90,1,15,25,427.384,2.6445415,0.309297787,0.566983098,576.1827362,0.028115169,0.006187741,0.15,0.368966604
60mm_2_103,120,150,120,150,1,15,25,427.384,5.574718685,0.291996935,0.591204291,398.1392474,0.026542521,0.013043817,0.022915689,0.201070726
60mm_2_104,120,150,120,120,1,15,25,427.384,3.241332397,0.299958571,0.580058,469.2462722,0.027266234,0.007584122,0.03209573,0.25569957
60mm_2_105,120,150,120,90,1,15,25,427.384,2.833829446,0.317259423,0.555836807,610.9571558,0.028838882,0.00663064,0.142204412,0.408120237
60mm_2_106,120,150,90,150,1,15,25,427.384,4.288298828,0.309297787,0.566983098,493.0972223,0.028115169,0.010033831,0.022918332,0.277062977
60mm_2_107,120,150,90,120,1,15,25,427.384,3.334660668,0.317259424,0.555836806,656.2661364,0.028838882,0.007802493,0.15,0.442855012
60mm_2_108,120,150,90,90,1,15,25,427.384,4.382451096,0.334560276,0.531615614,770.8193459,0.030411529,0.01025413,0.15,0.580873282
60mm_2_109,120,120,180,120,1,15,25,427.384,1.90843624,0.297606823,0.583350448,644.3062726,0.02705246,0.00446539,0.15,0.401787432
60mm_2_110,120,120,180,90,1,15,25,427.384,1.334754423,0.314907675,0.559129256,606.8343791,0.028625108,0.00312308,0.15,0.433135879
60mm_2_111,120,120,150,120,1,15,25,427.384,2.108913099,0.299958571,0.580058,629.9280175,0.027266234,0.004934469,0.15,0.397172913
60mm_2_112,120,120,150,90,1,15,25,427.384,1.381688451,0.317259423,0.555836807,575.6675821,0.028838882,0.003232897,0.15,0.414876895
60mm_2_113,120,120,120,120,1,15,25,427.384,2.044043473,0.307920207,0.56891171,599.9799116,0.027989947,0.004782686,0.15,0.404277216
60mm_2_114,120,120,120,90,1,15,25,427.384,1.342228514,0.325221059,0.544690517,473.4887669,0.029562594,0.003140568,0.15,0.360888087
60mm_2_115,120,120,90,120,1,15,25,427.384,2.041645422,0.32522106,0.544690516,749.8322457,0.029562594,0.004777075,0.15,0.573540481
60mm_2_116,120,120,90,90,1,15,25,427.384,2.001463633,0.342521912,0.520469323,642.7922097,0.031135242,0.004683057,0.15,0.537166726
60mm_2_117,120,90,180,90,1,15,25,427.384,9.205875721,0.332208527,0.534908062,755.4049172,0.030197755,0.021540057,0.082452075,0.493626115
60mm_2_118,120,90,150,90,1,15,25,427.384,6.915150477,0.334560276,0.531615614,739.7747465,0.030411529,0.016180181,0.11002984,0.499710448
60mm_2_119,120,90,120,90,1,15,25,427.384,3.194462903,0.342521912,0.520469323,613.3686754,0.031135242,0.007474456,0.123706929,0.466507008
60mm_2_120,120,90,90,90,1,15,25,427.384,3.667786409,0.359822765,0.49624813,711.7042534,0.032707889,0.008581946,0.15,0.62533133
60mm_2_121,90,180,180,180,1,15,25,427.384,26.96844027,0.294280904,0.588006734,742.4227956,0.026750134,0.063101193,0.073381424,0.395115526
60mm_2_122,90,180,180,150,1,15,25,427.384,15.31941323,0.296632653,0.584714286,601.9559123,0.026963908,0.035844611,0.013753207,0.308845222
60mm_2_123,90,180,180,120,1,15,25,427.384,2.072007636,0.30459429,0.573567995,651.4314366,0.027687621,0.004848117,0.123683993,0.392182743
60mm_2_124,90,180,180,90,1,15,25,427.384,9.139952594,0.321895142,0.549346802,798.7877712,0.029260268,0.021385809,0.022917052,0.484078352
60mm_2_125,90,180,150,180,1,15,25,427.384,44.54103904,0.296632653,0.584714286,711.4768555,0.026963908,0.104217844,0.064179206,0.379037082
60mm_2_126,90,180,150,150,1,15,25,427.384,2.954435501,0.298984402,0.581421837,549.1436592,0.027177682,0.006912836,0.013750163,0.289774158
60mm_2_127,90,180,150,120,1,15,25,427.384,2.158466564,0.306946038,0.570275546,641.4624305,0.027901395,0.005050415,0.123875221,0.390581262
60mm_2_128,90,180,150,90,1,15,25,427.384,18.17382164,0.32424689,0.546054353,842.8921017,0.029474042,0.042523402,0.01375025,0.50727392
60mm_2_129,90,180,120,180,1,15,25,427.384,34.86800825,0.304594289,0.573567995,584.6579622,0.027687621,0.08158473,0.05041066,0.323200969
60mm_2_130,90,180,120,150,1,15,25,427.384,11.9545831,0.306946038,0.570275547,473.1421188,0.027901395,0.027971527,0.013750569,0.258447123
60mm_2_131,90,180,120,120,1,15,25,427.384,7.619289977,0.314907675,0.559129256,571.4871102,0.028625108,0.017827738,0.133067481,0.364377134
60mm_2_132,90,180,120,90,1,15,25,427.384,14.1782394,0.332208527,0.534908063,828.5353703,0.030197755,0.033174474,0.022919699,0.527305066
60mm_2_133,90,180,90,180,1,15,25,427.384,41.12642936,0.321895142,0.549346802,1608.181404,0.029260268,0.096228285,0.15,0.925155458
60mm_2_134,90,180,90,150,1,15,25,427.384,13.12573364,0.324246891,0.546054353,1031.950424,0.029474042,0.030711804,0.064144425,0.642345452
60mm_2_135,90,180,90,120,1,15,25,427.384,10.87891612,0.332208527,0.534908062,864.9717263,0.030197755,0.025454664,0.10080266,0.572444588
60mm_2_136,90,180,90,90,1,15,25,427.384,12.43437933,0.349509379,0.510686869,1035.449949,0.031770403,0.029094162,0.15,0.792559516
60mm_2_137,90,150,180,150,1,15,25,427.384,6.218813298,0.298984402,0.581421837,604.1949184,0.027177682,0.01455088,0.15,0.365325249
60mm_2_138,90,150,180,120,1,15,25,427.384,2.960777025,0.306946038,0.570275546,716.7790695,0.027901395,0.006927674,0.141901954,0.44847944
60mm_2_139,90,150,180,90,1,15,25,427.384,4.21541618,0.32424689,0.546054353,821.7653065,0.029474042,0.009863299,0.15,0.57716627
60mm_2_140,90,150,150,150,1,15,25,427.384,7.568441539,0.301336151,0.578129389,558.0605702,0.027391456,0.017708762,0.032087672,0.303909517
60mm_2_141,90,150,150,120,1,15,25,427.384,2.940185236,0.309297787,0.566983098,709.2152001,0.028115169,0.006879493,0.15,0.456402891
60mm_2_142,90,150,150,90,1,15,25,427.384,4.532789829,0.326598639,0.542761905,824.4113768,0.029687816,0.010605895,0.15,0.585352181
60mm_2_143,90,150,120,150,1,15,25,427.384,6.855851801,0.309297787,0.566983098,499.6701119,0.028115169,0.016041433,0.064164976,0.294718324
60mm_2_144,90,150,120,120,1,15,25,427.384,3.232500934,0.317259423,0.555836807,655.5093352,0.028838882,0.007563458,0.133029262,0.438281682
60mm_2_145,90,150,120,90,1,15,25,427.384,4.428946201,0.334560275,0.531615614,765.4183612,0.030411529,0.01036292,0.15,0.581155147
60mm_2_146,90,150,90,150,1,15,25,427.384,7.49092562,0.326598639,0.542761905,985.0063479,0.029687816,0.017527389,0.15,0.681125462
60mm_2_147,90,150,90,120,1,15,25,427.384,5.298249959,0.334560276,0.531615614,826.8032594,0.030411529,0.012396931,0.15,0.609264449
60mm_2_148,90,150,90,90,1,15,25,427.384,6.334656586,0.351861128,0.507394421,985.0821337,0.031984177,0.014821932,0.15,0.814348927
60mm_2_149,90,120,180,120,1,15,25,427.384,1.957086215,0.314907675,0.559129256,872.8321589,0.028625108,0.004579222,0.15,0.628351848
60mm_2_150,90,120,180,90,1,15,25,427.384,2.035564602,0.332208527,0.534908063,795.4365618,0.030197755,0.004762847,0.15,0.609522601
60mm_2_151,90,120,150,120,1,15,25,427.384,2.154877394,0.317259423,0.555836807,881.1511806,0.028838882,0.005042017,0.15,0.642689104
60mm_2_152,90,120,150,90,1,15,25,427.384,2.087996499,0.334560275,0.531615614,784.6928124,0.030411529,0.004885528,0.15,0.616217786
60mm_2_153,90,120,120,120,1,15,25,427.384,2.084087217,0.325221059,0.544690517,727.4449218,0.029562594,0.004876381,0.15,0.553810222
60mm_2_154,90,120,120,90,1,15,25,427.384,2.068211184,0.342521911,0.520469324,640.8902532,0.031135242,0.004839234,0.15,0.54154342
60mm_2_155,90,120,90,120,1,15,25,427.384,2.968221627,0.342521912,0.520469323,660.1919795,0.031135242,0.006945093,0.15,0.530576616
60mm_2_156,90,120,90,90,1,15,25,427.384,3.835537621,0.359822764,0.49624813,818.1285949,0.032707889,0.008974453,0.15,0.744598892
60mm_2_157,90,90,180,90,1,15,25,427.384,11.57374549,0.349509379,0.510686869,905.5758525,0.031770403,0.027080437,0.15,0.644605995
60mm_2_158,90,90,150,90,1,15,25,427.384,8.650464997,0.351861128,0.507394421,868.7084968,0.031984177,0.020240498,0.15,0.649752518
60mm_2_159,90,90,120,90,1,15,25,427.384,4.034156642,0.359822764,0.49624813,692.7067981,0.032707889,0.009439185,0.15,0.600502629
60mm_2_160,90,90,90,90,1,15,25,427.384,0.705256255,0.188561808,0.736013468,674.3433299,0.017140268,0.00165017,0.073280509,0.188597079
60mm_3_001,180,180,180,180,1.2,15,25,427.384,26.73288202,0.32,0.552,1008.622969,0.029088,0.06255003,0.050420447,0.594811694
60mm_3_002,180,180,180,150,1.2,15,25,427.384,5.776017403,0.322822099,0.548049062,501.1397325,0.029344529,0.013514819,0.013750235,0.301867144
60mm_3_003,180,180,180,120,1.2,15,25,427.384,4.727030728,0.332376063,0.534673512,477.9327831,0.030212984,0.011060383,0.013751041,0.300734504
60mm_3_004,180,180,180,90,1.2,15,25,427.384,4.225591338,0.353137085,0.505608081,505.4775606,0.032100161,0.009887107,0.013750243,0.362824574
60mm_3_005,180,180,150,180,1.2,15,25,427.384,56.62668756,0.322822099,0.548049062,766.1892777,0.029344529,0.13249604,0.091708803,0.454710303
60mm_3_006,180,180,150,150,1.2,15,25,427.384,28.30340454,0.325644197,0.544098124,438.7719138,0.029601058,0.066224764,0.013750627,0.264939297
60mm_3_007,180,180,150,120,1.2,15,25,427.384,28.05287802,0.335198161,0.530722574,456.3380254,0.030469513,0.065638578,0.013752282,0.290693594
